1,2023-07-01 18:51:40,74
2,2023-07-01 18:51:50,74
3,2023-07-01 18:52:00,74
4,2023-07-01 18:52:30,74
5,2023-07-01 18:52:40,74
6,2023-07-01 18:52:50,74
7,2023-07-01 18:53:00,74
8,2023-07-01 18:53:10,74
9,2023-07-01 18:53:20,74
10,2023-07-01 18:53:30,74
11,2023-07-01 18:53:40,74
12,2023-07-01 18:53:50,74
13,2023-07-01 18:54:00,74
14,2023-07-01 18:54:10,75
15,2023-07-01 18:54:20,75
16,2023-07-01 18:54:30,75
17,2023-07-01 18:54:40,75
18,2023-07-01 18:54:50,75
19,2023-07-01 18:55:00,75
20,2023-07-01 18:55:10,75
21,2023-07-01 18:55:20,75
22,2023-07-01 18:55:30,75
23,2023-07-01 18:55:40,75
24,2023-07-01 18:55:50,75
25,2023-07-01 18:56:00,75
26,2023-07-01 18:56:10,75
27,2023-07-01 18:56:20,75
28,2023-07-01 18:56:30,75
29,2023-07-01 18:56:40,75
30,2023-07-01 18:56:50,75
31,2023-07-01 18:57:00,75
32,2023-07-01 18:57:10,72
33,2023-07-01 18:57:20,72
34,2023-07-01 18:57:30,72
35,2023-07-01 18:57:40,72
36,2023-07-01 18:58:10,72
37,2023-07-01 18:58:20,72
38,2023-07-01 19:01:00,72
39,2023-07-01 19:01:10,72
40,2023-07-01 19:20:00,75
41,2023-07-01 19:20:10,75
42,2023-07-01 19:20:20,75
43,2023-07-01 19:20:30,75
44,2023-07-01 19:20:40,75
45,2023-07-01 19:20:50,75
46,2023-07-01 19:30:00,76
