2023-05-11 22:04:00,3202
2023-05-11 22:06:00,3840
2023-05-11 22:08:00,3840
2023-05-11 22:12:00,3901
2023-05-11 22:14:00,3901
2023-05-11 22:20:00,4840
2023-05-11 22:25:00,4704
2023-05-11 22:30:00,4792
2023-05-11 22:35:00,4692
2023-05-11 22:40:00,4419
2023-05-11 22:45:00,4472
2023-05-11 22:50:00,4472
2023-05-11 22:55:00,4440
2023-05-11 23:00:00,4385
2023-05-11 23:05:00,4781
2023-05-11 23:10:00,4988
2023-05-11 21:35:00,6416
2023-05-11 21:40:00,6167
2023-05-11 21:45:00,6280
2023-05-11 21:50:00,6109
2023-05-11 21:55:00,6251
2023-05-11 22:00:00,6381
2023-05-11 22:05:00,7801
2023-05-11 22:05:00,7801
2023-05-11 22:10:00,7801
2023-05-11 22:15:00,7607
2023-05-11 22:15:00,7607
2023-05-11 22:20:00,7774
2023-05-11 22:20:00,7774
2023-05-11 22:25:00,7656
2023-05-11 22:25:00,7656
2023-05-11 22:30:00,7473
2023-05-11 22:30:00,7473
2023-05-11 22:35:00,7102
2023-05-11 22:35:00,7102
2023-05-11 22:40:00,6969
2023-05-11 22:40:00,6969
2023-05-11 22:45:00,6742
2023-05-11 22:45:00,6742
2023-05-11 22:50:00,6584
2023-05-11 22:50:00,6584
2023-05-11 22:55:00,6373
2023-05-11 22:55:00,6373
2023-05-11 23:00:00,5788
2023-05-11 23:00:00,5788
2023-05-11 23:05:00,5694
2023-05-11 23:05:00,5694
2023-05-11 23:10:00,5625
2023-05-11 23:10:00,5625
2023-05-11 23:15:00,5492
2023-05-11 23:15:00,5492
2023-05-11 23:20:00,5127
2023-05-11 23:20:00,5127
2023-05-11 23:25:00,4983
2023-05-11 23:25:00,4983
2023-05-11 23:30:00,4983
2023-05-11 23:30:00,4983
2023-05-11 23:35:00,4931
2023-05-11 23:35:00,4931
2023-05-11 23:40:00,4791
2023-05-11 23:40:00,4791
2023-05-11 23:45:00,4742
2023-05-11 23:45:00,4742
2023-05-11 23:50:00,4599
2023-05-11 23:50:00,4599
2023-05-11 23:55:00,4254
2023-05-11 23:55:00,4254
2023-05-12 00:00:00,4176
2023-05-12 00:00:00,4176
2023-05-12 00:05:00,4062
2023-05-12 00:05:00,4062
2023-05-12 00:10:00,3911
2023-05-12 00:10:00,3911
2023-05-12 00:15:00,3827
2023-05-12 00:15:00,3827
2023-05-12 00:20:00,3759
2023-05-12 00:20:00,3759
2023-05-12 00:25:00,3593
2023-05-12 00:25:00,3593
2023-05-12 00:30:00,3593
2023-05-12 00:30:00,3593
2023-05-12 00:35:00,3444
2023-05-12 00:35:00,3444
2023-05-12 00:40:00,3506
2023-05-12 00:40:00,3506
2023-05-12 00:45:00,3422
2023-05-12 00:45:00,3422
2023-05-12 00:50:00,3321
2023-05-12 00:50:00,3321
2023-05-12 00:55:00,3234
2023-05-12 00:55:00,3234
2023-05-12 01:00:00,3279
2023-05-12 01:00:00,3279
2023-05-12 01:05:00,3229
2023-05-12 01:05:00,3229
2023-05-12 01:10:00,3159
2023-05-12 01:10:00,3159
2023-05-12 01:15:00,2925
2023-05-12 01:15:00,2925
2023-05-12 01:20:00,2850
2023-05-12 01:20:00,2850
2023-05-12 01:25:00,2788
2023-05-12 01:25:00,2788
2023-05-12 01:30:00,2754
2023-05-12 01:30:00,2754
2023-05-12 01:35:00,2673
2023-05-12 01:35:00,2673
2023-05-12 01:40:00,2609
2023-05-12 01:40:00,2609
2023-05-12 01:45:00,2548
2023-05-12 01:45:00,2548
2023-05-12 01:50:00,2476
2023-05-12 01:50:00,2476
2023-05-12 01:55:00,2378
2023-05-12 01:55:00,2378
2023-05-12 02:00:00,2329
2023-05-12 02:00:00,2329
2023-05-12 02:05:00,2305
2023-05-12 02:05:00,2305
2023-05-12 02:10:00,2273
2023-05-12 02:10:00,2273
2023-05-12 02:15:00,2197
2023-05-12 02:15:00,2197
2023-05-12 02:20:00,2141
2023-05-12 02:20:00,2141
2023-05-12 02:25:00,2081
2023-05-12 02:25:00,2081
2023-05-12 02:30:00,2081
2023-05-12 02:30:00,2081
2023-05-12 02:35:00,2009
2023-05-12 02:35:00,2009
2023-05-12 02:40:00,1973
2023-05-12 02:40:00,1973
2023-05-12 02:45:00,1950
2023-05-12 02:45:00,1950
2023-05-12 02:50:00,1929
2023-05-12 02:50:00,1929
2023-05-12 02:55:00,1903
2023-05-12 02:55:00,1903
2023-05-12 03:00:00,1838
2023-05-12 03:00:00,1838
2023-05-12 03:05:00,1809
2023-05-12 03:05:00,1809
2023-05-12 03:10:00,1789
2023-05-12 03:10:00,1789
2023-05-12 03:15:00,1732
2023-05-12 03:15:00,1732
2023-05-12 03:20:00,1678
2023-05-12 03:20:00,1678
2023-05-12 03:25:00,1620
2023-05-12 03:25:00,1620
